,county_name,HC01_VC03_Estimate; SEX AND AGE - Total population,HC01_VC23_Estimate; SEX AND AGE - Median age (years),HC03_VC04_Percent; SEX AND AGE - Total population - Male,HC03_VC05_Percent; SEX AND AGE - Total population - Female,HC03_VC11_Percent; SEX AND AGE - 15 to 19 years,HC03_VC88_Percent; HISPANIC OR LATINO AND RACE - Total population - Hispanic or Latino (of any race),HC03_VC94_Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - White alone,HC03_VC95_Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Black or African American alone,HC03_VC96_Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - American Indian and Alaska Native alone,HC03_VC97_Percent; HISPANIC OR LATINO AND RACE - Total population - Not Hispanic or Latino - Asian alone,"HC03_VC108_Percent; CITIZEN, VOTING AGE POPULATION - Citizen, 18 and over population",target,grads, Bachelor's Starting Salary,Master's Starting Salary,HD01_VD01_Estimate; Total:,"HD01_VD02_Estimate; Total: - Less than $10,000","HD01_VD03_Estimate; Total: - $10,000 to $14,999","HD01_VD04_Estimate; Total: - $15,000 to $19,999","HD01_VD05_Estimate; Total: - $20,000 to $24,999","HD01_VD06_Estimate; Total: - $25,000 to $29,999","HD01_VD07_Estimate; Total: - $30,000 to $34,999","HD01_VD08_Estimate; Total: - $35,000 to $39,999","HD01_VD09_Estimate; Total: - $40,000 to $49,999","HD01_VD10_Estimate; Total: - $50,000 to $59,999","HD01_VD11_Estimate; Total: - $60,000 to $69,999","HD01_VD12_Estimate; Total: - $70,000 to $79,999","HD01_VD13_Estimate; Total: - $80,000 to $89,999","HD01_VD14_Estimate; Total: - $90,000 to $99,999","HD01_VD15_Estimate; Total: - $100,000 to $124,999","HD01_VD16_Estimate; Total: - $125,000 to $149,999","HD01_VD17_Estimate; Total: - $150,000 to $174,999","HD01_VD18_Estimate; Total: - $175,000 to $199,999","HD01_VD19_Estimate; Total: - $200,000 to $249,999","HD01_VD20_Estimate; Total: - $250,000 to $299,999","HD01_VD21_Estimate; Total: - $300,000 to $399,999","HD01_VD22_Estimate; Total: - $400,000 to $499,999","HD01_VD23_Estimate; Total: - $500,000 to $749,999","HD01_VD24_Estimate; Total: - $750,000 to $999,999","HD01_VD25_Estimate; Total: - $1,000,000 to $1,499,999","HD01_VD26_Estimate; Total: - $1,500,000 to $1,999,999","HD01_VD27_Estimate; Total: - $2,000,000 or more",Diabetes%,% Single-Parent Households,% Smokers,% Obese,Teen Birth Rate,Income Ratio,Violent Crime Rate
59,Northumberland County,12304,55.1,48.3,51.7,4.5,0.5,70.1,28.6,0.5,0.1,10242,58.0,48,37920.0,39920.0,4906,0.017937219730941704,0.004484304932735426,0.0040766408479412965,0.010395434162250305,0.0024459845087647777,0.009172441907867916,0.0012229922543823889,0.004688136975132491,0.019771708112515288,0.016306563391765186,0.024256013045250713,0.027721157766000815,0.017937219730941704,0.07501019160211986,0.04993885038728088,0.06359559722788423,0.0631879331430901,0.10456583774969425,0.05584997961679576,0.12494904198940074,0.11333061557276804,0.12148389726865064,0.05951895637994293,0.006726457399103139,0.0,0.0014268242967794538,7.9,36,19.0,27,48.0,3.8,94
60,Nottoway County,15711,41.5,53.0,47.0,7.1,3.9,55.1,38.5,0.3,0.6,12202,68.0,72,39308.0,41508.0,3651,0.03204601479046836,0.0024650780608052587,0.018077239112571898,0.012325390304026294,0.010408107367844427,0.005477951246233908,0.01259928786633799,0.007121336620104081,0.036154478225143796,0.04437140509449466,0.04464530265680636,0.043549712407559574,0.06546151739249521,0.13612708846891264,0.09175568337441797,0.13366201040810738,0.054231717337715694,0.09668583949602849,0.08079978088195015,0.04272801972062449,0.01314708299096138,0.005477951246233908,0.0,0.003286770747740345,0.0,0.007395234182415777,20.6,46,20.0,34,52.0,4.5,154
61,Orange County,34596,42.6,48.9,51.1,6.2,4.1,79.4,12.7,0.2,1.0,26087,48.0,151,39050.0,41750.0,9669,0.010238907849829351,0.00444720239942083,0.0012410797393732546,0.0014479263626021306,0.0016547729858310063,0.003102699348433137,0.002999276036818699,0.0015513496742165685,0.003206122660047575,0.0027924294135898233,0.015927189988623434,0.0021718895439031957,0.02254628193194746,0.07146550832557659,0.0692936187816734,0.09721791291757162,0.0897714344813321,0.15844451339331886,0.1517219981383804,0.1413796669769366,0.05315958216982108,0.06019236735960285,0.014892956872479057,0.006101975385251836,0.005274588892336333,0.007756748371082842,12.2,30,19.0,33,34.0,4.1,81
62,Page County,23843,44.1,49.1,50.9,6.1,1.8,94.7,1.6,0.2,0.5,18776,71.36607142857143,112,39672.0,42712.0,6596,0.013038204972710734,0.01212856276531231,0.006367495451788963,0.022437841115827774,0.006519102486355367,0.0013644633110976349,0.0,0.007883565797453002,0.0027289266221952697,0.018950879320800484,0.006519102486355367,0.034869617950272894,0.0389630078835658,0.093844754396604,0.08323226197695573,0.14554275318374774,0.141146149181322,0.13887204366282596,0.08550636749545179,0.08035172832019406,0.02804730139478472,0.021983020012128564,0.005306246209824136,0.0030321406913280777,0.0013644633110976349,0.0,19.9,35,27.0,31,40.0,4.4,103
63,Patrick County,18264,48.0,49.3,50.7,5.9,2.7,90.0,6.4,0.2,0.1,14683,68.0,94,36256.0,38487.0,5974,0.02946099765651155,0.01757616337462337,0.012052226314027453,0.0286240374958152,0.025443588885169066,0.02996317375292936,0.005356545028456646,0.03632407097422163,0.05975895547371945,0.030967525945764983,0.04084365584198192,0.09926347505858721,0.03180448610646133,0.11868095078674255,0.08018078339471041,0.08788081687311684,0.05590893873451624,0.06796116504854369,0.06277201205222631,0.03967191161700703,0.015902243053230666,0.01021091396049548,0.006695681285570807,0.0035152326749246735,0.0,0.0031804486106461333,13.5,34,20.0,30,31.0,4.1,122
64,Pittsylvania County,62794,45.5,49.1,50.9,5.9,2.4,74.2,21.4,0.1,0.3,49485,68.63106796116504,412,38403.0,40276.0,20121,0.031062074449580042,0.014860096416679092,0.015108593012275733,0.008051289697331147,0.018537846031509368,0.022961085433129566,0.015357089607872371,0.02087371403011779,0.03185726355548929,0.04492818448387257,0.07758063714527111,0.07161671885095174,0.06262114209035337,0.135430644600169,0.10382187764027632,0.09189404105163759,0.05606083196660206,0.05894339247552308,0.03623080363799016,0.040902539635207,0.018040852840316087,0.010188360419462254,0.005168729188410119,0.00462203667809751,0.0009939863823865613,0.002286168679489091,9.9,31,23.0,33,32.0,4.3,73
65,Powhatan County,28207,43.7,53.7,46.3,7.2,2.0,83.4,12.2,0.3,0.5,22323,64.0,207,42000.0,44100.0,8499,0.0070596540769502295,0.003882809742322626,0.0,0.006000705965407695,0.0014119308153900459,0.001294269914107542,0.0,0.0004706436051300153,0.008236263089775268,0.006824332274385222,0.0022355571243675727,0.005412401458995176,0.004706436051300153,0.02917990351806095,0.041769619955288856,0.09365807742087304,0.05094717025532416,0.21579009295211202,0.1451935521826097,0.1908459818802212,0.09130485939522297,0.06518413931050712,0.014825273561595482,0.010942463819272856,0.0,0.0028238616307800918,15.4,16,25.0,31,13.0,3.8,67
66,Prince Edward County,23022,32.1,49.6,50.4,14.8,2.4,62.3,32.8,0.4,1.4,18899,48.0,84,38623.0,40783.0,4801,0.029785461362216204,0.011664236617371381,0.015413455530097896,0.011872526556967298,0.024786502811914184,0.0,0.0016663195167673402,0.019579254322016248,0.017912934805248908,0.023120183295146843,0.07144344928139972,0.036242449489689646,0.021662153717975422,0.10518641949593835,0.10372838991876693,0.09768798167048531,0.07977504686523641,0.08748177463028536,0.10789418871068528,0.07644240783170173,0.02582795250989377,0.010622786919391794,0.013747136013330555,0.006456988127473443,0.0,0.0,13.5,32,26.0,33,17.0,5.2,140
67,Prince George County,37380,37.1,54.7,45.3,6.8,7.1,56.4,31.1,0.6,2.0,28578,68.0,203,41903.0,43903.0,7835,0.03190810465858328,0.012763241863433313,0.007019783024888321,0.0014039566049776644,0.0024250159540523293,0.0056158264199106574,0.001021059349074665,0.0,0.007402680280791321,0.006636885768985322,0.0196553924696873,0.020676451818761966,0.01761327377153797,0.042629227823867265,0.0813018506700702,0.09993618379068284,0.11550733886407147,0.17664326738991704,0.12737715379706446,0.1410338225909381,0.04454371410338226,0.02373962986598596,0.003318442884492661,0.0026802807913209954,0.00204211869814933,0.005105296745373325,11.5,25,25.0,36,24.0,3.3,92
68,Prince William County,437271,34.0,49.8,50.2,6.9,21.5,46.3,19.7,0.3,7.7,271567,60.201950659781986,3486,46458.0,52031.0,97744,0.012287199214274023,0.001299312489769193,0.0015960058929448354,0.0019540841381568176,0.003222704206907841,0.0014527745948600425,0.00118677361270257,0.0016573907349811752,0.002128007857259781,0.001892699296120478,0.000818464560484531,0.002394008839417253,0.002793010312653462,0.016798985103945,0.021822311343918807,0.04005360942871174,0.044105009003110165,0.1315170240628581,0.1355479620232444,0.2277275331478147,0.1912035521361925,0.1332562612538877,0.01727983303322966,0.0037444753642167294,0.0006445408413815681,0.0016164675069569488,9.2,23,17.0,27,29.0,3.5,148
69,Pulaski County,34528,45.2,49.9,50.1,5.1,1.5,91.0,5.8,0.0,0.1,27731,62.0,155,37673.0,39871.0,10416,0.03052995391705069,0.008544546850998464,0.009600614439324117,0.0008640552995391706,0.013440860215053764,0.0037442396313364054,0.008352534562211982,0.04118663594470046,0.03417818740399386,0.04521889400921659,0.04925115207373272,0.033602150537634407,0.04694700460829493,0.12634408602150538,0.11232718894009217,0.10291858678955453,0.07018049155145929,0.10080645161290322,0.05241935483870968,0.0412826420890937,0.027361751152073732,0.026689708141321045,0.0034562211981566822,0.007104454685099846,0.0016321044546850998,0.0020161290322580645,11.8,37,31.0,32,50.0,4.2,192
70,Rappahannock County,7431,49.1,49.5,50.5,4.7,3.4,89.5,4.2,0.1,0.8,5849,80.0,25,40542.0,41485.0,2492,0.0,0.0,0.002407704654895666,0.0,0.0,0.0,0.0028089887640449437,0.0,0.009630818619582664,0.0,0.013242375601926164,0.009229534510433388,0.0020064205457463883,0.01565008025682183,0.0072231139646869984,0.0702247191011236,0.03691813804173355,0.09590690208667736,0.11597110754414125,0.17736757624398075,0.13001605136436598,0.09911717495987159,0.11637239165329052,0.04534510433386838,0.016051364365971106,0.03451043338683788,6.5,14,,26,22.0,4.9,72
71,Richmond County,8989,43.7,57.5,42.5,5.1,6.2,61.3,28.7,0.3,2.2,7125,55.0,44,38610.0,40710.0,2138,0.017305893358278764,0.0,0.009822263797942002,0.00420954162768943,0.002806361085126286,0.006548175865294668,0.0,0.0,0.01216089803554724,0.02478952291861553,0.055659494855004675,0.001403180542563143,0.0715622076707203,0.21421889616463985,0.07951356407857811,0.10336763330215154,0.040224508886810104,0.08840037418147802,0.0832553788587465,0.0912067352666043,0.05753040224508887,0.015902712815715623,0.005144995322731525,0.01028999064546305,0.0,0.004677268475210477,13.4,43,25.0,31,39.0,4.6,72
72,Roanoke County,93633,43.5,47.8,52.2,6.3,2.6,87.0,5.6,0.1,2.8,72244,68.34957020057307,698,36000.0,37605.0,28496,0.011861313868613138,0.004562043795620438,0.006351768669286917,0.0027723189219539582,0.0017546322290847838,0.0034390791690061765,0.0,0.0026319483436271756,0.004070746771476699,0.005334081976417743,0.012001684446939921,0.01193149915777653,0.018388545760808533,0.07446659180235822,0.12447361033127456,0.1511440202133633,0.11401600224592925,0.15700449185850646,0.12517546322290848,0.10057551937113982,0.0308464345873105,0.02137142055025267,0.007193992139247614,0.003123245367770915,0.002070466030320045,0.0034390791690061765,9.1,25,18.0,28,19.0,3.6,148
73,Rockbridge County,22444,48.3,49.5,50.5,5.1,1.5,93.2,2.8,0.1,0.7,18268,68.0,114,37957.0,40272.0,6927,0.035657571820412876,0.009672296809585678,0.006929406669553919,0.0023098022231846397,0.0008661758336942399,0.004763967085318319,0.01024974736538184,0.00996102208748376,0.014147538617005918,0.03334776959722824,0.018478417785477118,0.034358308069871515,0.042586978489966794,0.08271979211779991,0.07622347336509311,0.0772340118377364,0.07521293489244983,0.10018767143063376,0.09628988017900968,0.12545113324671575,0.04763967085318319,0.05991049516385159,0.025840912371878157,0.00996102208748376,0.0,0.0,10.0,20,18.0,27,40.0,4.2,81
74,Rockingham County,77785,41.5,49.0,51.0,7.1,5.9,90.3,1.8,0.1,0.7,57657,60.615925058548015,427,41700.0,44185.0,22449,0.022896342821506526,0.017372711479353202,0.014432714152078044,0.0069490845917412804,0.0026281794289277917,0.006013630896699185,0.0005345449685954831,0.0023163615305804267,0.009443627778520201,0.006770902935542786,0.0072609024900886455,0.023252706133903515,0.017550893135551696,0.06886721012071807,0.0781772016570894,0.12878079201746181,0.09728718428437792,0.15581985834558332,0.12018352710588445,0.11942625506704085,0.04824268341574235,0.026771793843823777,0.012116352621497618,0.003697269366118758,0.0015145440776872022,0.0016927257338856965,8.5,21,13.0,28,27.0,3.9,69
75,Russell County,28245,43.8,48.9,51.1,5.4,1.1,96.7,1.0,0.0,0.1,22427,54.6547619047619,168,31000.0,33000.0,8614,0.07429765498026468,0.024495008126306013,0.023334107267239376,0.02078012537729278,0.0175296029719062,0.01927095426050615,0.013930810308799628,0.045623403761318786,0.04910610633851869,0.05943812398421175,0.05038309728349199,0.06396563733457163,0.06257255630369167,0.09229161829579755,0.062456466217785,0.0821917808219178,0.06234037613187834,0.08439749245414442,0.028325980961225912,0.030763872765265845,0.01857441374506617,0.008938936614813094,0.0020896215463199444,0.0005804504295333178,0.0013930810308799629,0.0009287206872533086,16.6,28,25.0,35,46.0,5.1,130
76,Scott County,22570,45.4,50.4,49.6,5.4,1.2,97.0,0.8,0.1,0.3,18193,75.83333333333333,114,37285.0,39345.0,7289,0.0742214295513788,0.019069831252572368,0.026752640965838934,0.01673754973247359,0.014268075181780766,0.02332281520098779,0.004801756070791603,0.03086843188366031,0.05707230072712306,0.0491151049526684,0.08437371381533817,0.08725476745781315,0.06324598710385512,0.11304705720949376,0.06022774043078612,0.09480038414048567,0.04239264645356016,0.06159967073672657,0.04143229523940184,0.021127726711483056,0.0028810536424749623,0.0020578954589106874,0.0010975442447523666,0.006036493346138016,0.0012347372753464124,0.0009603512141583208,14.3,25,28.0,34,49.0,4.7,109
77,Shenandoah County,42724,43.8,48.5,51.5,5.7,6.8,89.1,2.1,0.1,0.5,32360,58.53636363636364,220,40250.0,43421.0,12417,0.012241282113231859,0.011274865104292502,0.004429411290972054,0.009825239590883467,0.002013368768623661,0.0011274865104292503,0.0047515502939518405,0.007972940323749698,0.006603849561085609,0.01038898284609809,0.0192478054280422,0.020697430941451236,0.029314649271160505,0.08311186276878473,0.0771522912136587,0.11822501409358138,0.08544737054038817,0.18241121043730368,0.11935250060401063,0.11137956028026093,0.04356930015301603,0.021100104695175967,0.008536683578964322,0.004832085044696787,0.0006442780059595716,0.004348876540227108,13.0,30,21.0,27,40.0,4.2,94
78,Smyth County,31734,44.3,48.9,51.1,5.7,1.8,94.5,2.1,0.1,0.3,25159,64.24074074074073,162,31500.0,34140.0,8942,0.049429657794676805,0.02135987474837844,0.01677477074479982,0.014649966450458511,0.009282039812122568,0.02449116528740774,0.02885260568105569,0.04081860881234623,0.055021248042943414,0.08320286289420711,0.0754864683515992,0.09036009841198837,0.06374412883023932,0.09349138895101768,0.062290315365690005,0.09617535227018564,0.03578617758890629,0.0556922388727354,0.023932006262581077,0.03198389622008499,0.007269067322746589,0.014649966450458511,0.0,0.0033549541489599644,0.0019011406844106464,0.0,12.8,36,22.0,31,59.0,4.4,193
79,Southampton County,18410,45.4,52.5,47.5,5.7,1.3,60.0,35.8,0.1,0.1,14689,61.0,104,39000.0,41000.0,4656,0.03350515463917526,0.012671821305841924,0.003436426116838488,0.008376288659793814,0.02104810996563574,0.012242268041237113,0.003865979381443299,0.01245704467353952,0.025987972508591067,0.024269759450171822,0.06507731958762887,0.037371134020618556,0.028350515463917526,0.0979381443298969,0.07560137457044673,0.0975085910652921,0.0897766323024055,0.13423539518900343,0.10674398625429553,0.08397766323024054,0.008805841924398625,0.013960481099656358,0.002147766323024055,0.0006443298969072165,0.0,0.0,13.8,34,20.0,34,30.0,4.3,136
80,Spotsylvania County,127691,36.7,49.1,50.9,7.3,8.3,70.6,15.6,0.3,2.5,90536,60.30010834236186,923,40402.0,43230.0,32589,0.020190861947282826,0.0062290957071404465,0.005185798889195741,0.0020865936358894104,0.0020865936358894104,0.003007149651722974,0.001779741630611556,0.0013808340237503453,0.006904170118751726,0.0036515388628064684,0.004541409678112247,0.013194636226947743,0.009358986160974561,0.036423333026481326,0.05317745251465218,0.08653226548835496,0.09220902758599528,0.15753781950965048,0.15357942864156618,0.1950351345546043,0.06950197919543404,0.05283991530884655,0.015496026266531652,0.0057074472981680936,0.0011046672190002762,0.0012580932216392034,10.3,27,16.0,32,28.0,3.7,215
81,Stafford County,137145,34.7,50.4,49.6,8.1,10.7,65.6,16.7,0.3,2.9,95373,62.78030919446705,1229,40000.0,44251.0,33314,0.010686197994837006,0.0037521762622320944,0.006723899861919913,0.0022813231674371137,0.003842228492525665,0.004232454823797803,0.0012907486342078405,0.0019211142462628324,0.00024013928078285405,0.0029417061895899623,0.003001741009785676,0.0026415320886113945,0.00342198475115567,0.015699105481179084,0.0235336495167197,0.04238458305817374,0.04901843068980009,0.14378339436873386,0.16275439755057933,0.299873926877589,0.12181065017710271,0.08032658942186469,0.00852494446779132,0.0031218106501771027,0.000750435252446419,0.0014408356846971244,7.3,21,17.0,35,21.0,3.4,146
82,Surry County,6823,47.5,49.1,50.9,6.0,1.6,52.0,44.5,0.2,0.8,5485,60.0,42,45598.0,48098.0,2134,0.03561387066541706,0.017338331771321464,0.0,0.009840674789128397,0.0009372071227741331,0.0018744142455482662,0.0,0.005154639175257732,0.023430178069353328,0.02858481724461106,0.02717900656044986,0.031865042174320526,0.019212746016869727,0.1021555763823805,0.11293345829428304,0.11012183692596064,0.10637300843486411,0.07122774133083412,0.1246485473289597,0.10262417994376757,0.039831302717900655,0.022492970946579195,0.0,0.004217432052483599,0.0023430178069353325,0.0,11.8,47,21.0,33,27.0,4.0,273
83,Sussex County,11864,38.5,68.5,31.5,2.1,3.3,38.5,55.8,0.3,0.1,9909,52.0,27,40531.0,42756.0,2061,0.043182920912178555,0.030082484230955848,0.0077632217370208634,0.035904900533721494,0.0,0.0048520135856380394,0.038330907326540514,0.037360504609412905,0.027656477438136828,0.034934497816593885,0.035904900533721494,0.036390101892285295,0.03784570596797671,0.09509946627850557,0.056283357593401265,0.096555070354197,0.08782144590004852,0.121300339640951,0.060164968461911696,0.08005822416302766,0.018922852983988356,0.0077632217370208634,0.0009704027171276079,0.0,0.0,0.0048520135856380394,9.8,49,,35,54.0,4.6,186
84,Tazewell County,43870,43.1,49.6,50.4,6.1,0.8,94.1,2.9,0.1,0.4,35017,55.08823529411765,204,35969.0,37758.0,13438,0.07158803393362108,0.03713350200922756,0.01227861288882274,0.013915761273999107,0.036389343652329216,0.01815746390831969,0.01458550379520762,0.029989581783003424,0.05223991665426403,0.04956094656942998,0.07679714243190951,0.07925286500967406,0.05878851019496949,0.10447983330852806,0.06861140050602768,0.07769013246018752,0.04472391724959071,0.0645929453787766,0.035273106116981694,0.02790593838368805,0.007515999404673315,0.007590415240363149,0.001116237535347522,0.006920672719154636,0.002902217591903557,0.0,11.9,26,21.0,30,49.0,4.9,134
85,Warren County,38481,40.4,50.1,49.9,6.5,3.9,87.9,4.0,0.2,1.0,29172,60.49230769230769,195,40655.0,42860.0,11020,0.02295825771324864,0.0012704174228675136,0.011433756805807622,0.0023593466424682396,0.0011796733212341198,0.0006352087114337568,0.0009074410163339383,0.003811252268602541,0.00852994555353902,0.008983666061705989,0.005263157894736842,0.021415607985480943,0.016152450090744102,0.05535390199637023,0.0779491833030853,0.13693284936479128,0.08049001814882033,0.16424682395644283,0.1352994555353902,0.14791288566243194,0.05344827586206897,0.030762250453720507,0.005535390199637023,0.005263157894736842,0.0019056261343012705,0.0,13.7,27,24.0,27,32.0,4.5,102
86,Washington County,54759,44.7,49.5,50.5,6.0,1.4,95.6,1.4,0.0,0.6,43902,59.057142857142864,280,35839.0,37924.0,17273,0.04764661610606148,0.013662942164071094,0.009494586927574827,0.011347189254906501,0.006542001968389973,0.011115613963990042,0.01181033983673942,0.02095756382793956,0.031146876628263764,0.04104672031494239,0.05065709488797545,0.06449371852023389,0.04509928790598043,0.11891391188560181,0.07653563364788978,0.09454061251664447,0.05470966247901349,0.10721935969432062,0.06692525907485672,0.057314884501823656,0.01951021825971169,0.01806287269148382,0.007584090777514039,0.007584090777514039,0.0,0.006078851386557054,15.6,29,24.0,32,45.0,4.1,104
87,Westmoreland County,17557,46.6,48.9,51.1,4.1,6.1,63.5,27.9,0.2,0.5,13759,51.0,41,38000.0,41150.0,5179,0.059470940335972194,0.01370921027225333,0.004634099246958873,0.0254875458582738,0.00791658621355474,0.0028963120293492954,0.0,0.0036686619038424407,0.0212396215485615,0.01061981077428075,0.006758061401815022,0.017184784707472485,0.01911565939370535,0.089013323035335,0.05927785286734891,0.10446032052519791,0.0820621741648967,0.11141146939563622,0.12048658042093068,0.11662483104846495,0.041899980691253134,0.05927785286734891,0.009654373431164317,0.004247924309712299,0.0034755744352191545,0.0054064491214520175,13.8,34,17.0,29,46.0,4.4,104
88,Wise County,40530,39.8,51.8,48.2,6.2,1.2,92.0,5.3,0.1,0.5,32082,53.629955947136565,227,34660.0,37660.0,10627,0.06445845487908158,0.02324268373012139,0.013926790251246823,0.024277783005551896,0.024560082807942033,0.019949186035569774,0.024748282676202125,0.04432106897525172,0.058624258963018726,0.07226874941187542,0.0787616448668486,0.06765785263950315,0.0483673661428437,0.10492142655500142,0.06662275336407264,0.0832784417050908,0.04112167121483015,0.04497976851416204,0.03622847464006775,0.025783381951632635,0.013738590382986731,0.00846899407170415,0.00338759762868166,0.0021642984849910606,0.004140397101722029,0.0,16.0,31,33.0,32,58.0,5.3,158
89,Wythe County,29190,43.6,49.2,50.8,5.6,1.1,94.1,3.6,0.1,0.7,23167,56.156565656565654,198,38100.0,40376.0,8270,0.023821039903264812,0.02418379685610641,0.004957678355501814,0.01185006045949214,0.010882708585247884,0.013059250302297461,0.002781136638452237,0.033736396614268443,0.028899637243047158,0.0313180169286578,0.05538089480048368,0.09238210399032648,0.0633615477629988,0.10810157194679565,0.09455864570737606,0.10822249093107618,0.07122128174123338,0.06614268440145103,0.05707376058041112,0.06529625151148731,0.013301088270858524,0.014510278113663845,0.0019347037484885128,0.0024183796856106408,0.0,0.0006045949214026602,10.6,32,24.0,30,46.0,4.3,109
90,York County,66471,39.5,49.1,50.9,7.6,5.5,72.8,13.0,0.2,5.2,48178,68.45927209705373,577,42261.0,45085.0,17512,0.021128369118318866,0.0021699406121516674,0.0015417999086340794,0.0017702147099132024,0.002055733211512106,0.0014846962083142987,0.001427592507994518,0.0013133851073549566,0.0013133851073549566,0.0015989036089538603,0.002626770214709913,0.0023983554134307905,0.003483325719506624,0.02381224303334856,0.027866605756052994,0.044426678848789404,0.04396984924623116,0.12819780721790772,0.15292370945637276,0.2730127912288716,0.14864093193238923,0.08953860210141618,0.013819095477386936,0.0051964367291000456,0.0023412517131110094,0.0019415258108725446,7.6,22,8.0,28,11.0,3.7,121
